"Code de la région du lieu des travaux - Code de la zone";"Code de la région du lieu des travaux - Libellé de la zone";"Code du département du lieu des travaux - Code de la zone";"Code du département du lieu des travaux - Libellé de la zone";"Code de la commune du lieu des travaux";"Numéro d'enregistrement du permis de démolir (PD)";"Etat d'avancement du projet";"Date réelle d'autorisation initiale";"Année de dépôt de la DAU";"Date (mois) de prise en compte (DPC) du premier évènement reçu dans Sitadel (dépôt de la demande ou autorisation)";"Date (mois) de prise en compte (DPC) de l'autorisation initiale";"Date (mois) (DPC) de dernière mise à jour des données";"Code d'activité principale de l'établissement d'un demandeur avéré en tant que personne morale";"Catégorie juridique d'un demandeur avéré en tant que personne morale";"Dénomination d'un demandeur avéré en tant que personne morale";"Numéro SIREN d'un demandeur avéré en tant que personne morale";"Numéro SIRET d'un demandeur avéré en tant que personne morale";"Code postal du demandeur";"Localité du demandeur";"Indicateur de recours à un architecte";"Numéro de voie du terrain";"Type de voie du terrain";"Libellé de la voie du terrain";"Lieu-dit du terrain";"Localité du terrain";"Code postal du terrain";"Section cadastrale 1";"Numéro parcelle cadastrale 1";"Section cadastrale 2";"Numéro parcelle cadastrale 2";"Section cadastrale 3";"Numéro parcelle cadastrale 3";"Superficie du terrain";"Code zone opératoire"
"REG_CODE";"REG_LIBELLE";"DEP_CODE";"DEP_LIBELLE";"COMM";"NUM_PD";"ETAT_PD";"DATE_REELLE_AUTORISATION";"AN_DEPOT";"DPC_PREM";"DPC_AUT";"DPC_DERN";"APE_DEM";"CJ_DEM";"DENOM_DEM";"SIREN_DEM";"SIRET_DEM";"CODPOST_DEM";"LOCALITE_DEM";"REC_ARCHI";"ADR_NUM_TER";"ADR_TYPEVOIE_TER";"ADR_LIBVOIE_TER";"ADR_LIEUDIT_TER";"ADR_LOCALITE_TER";"ADR_CODPOST_TER";"SEC_CADASTRE1";"NUM_CADASTRE1";"SEC_CADASTRE2";"NUM_CADASTRE2";"SEC_CADASTRE3";"NUM_CADASTRE3";"SUPERFICIE_TERRAIN";"ZONE_OP"
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0058";2;"2021-05-03";2021;"2021-04";"2021-04";"2021-04";;;;;;"31200";"TOULOUSE";"false";"21 B";"IMP";"DE LAPUJADE";;"TOULOUSE";"31000";"AC";48;;;;;335;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0059";2;"2021-05-05";2021;"2021-04";"2021-04";"2021-04";;;;;;"31400";"TOULOUSE";"false";"28";"AV";"DE LESPINET";;"TOULOUSE";"31400";"AB";11;;;;;313;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0060";2;"2021-05-05";2021;"2021-04";"2021-04";"2021-04";;;;;;"31100";"TOULOUSE";"false";"218";"AV";"DE LARDENNE";;"TOULOUSE";"31100";"BD";100;;;;;980;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0061";2;"2021-05-17";2021;"2021-04";"2021-05";"2021-05";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31000";"TOULOUSE";"false";"73";"RUE";"ARISTIDE MAILLOL";;"TOULOUSE";"31000";"BI";256;;;;;4245;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0062";2;"2021-05-17";2021;"2021-04";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"8";"RUE";"BERNARD DE FONTENELLE";;"TOULOUSE";"31400";"AY";196;;;;;366;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0063";2;"2021-05-03";2021;"2021-04";"2021-04";"2021-04";;;;;;"31300";"TOULOUSE";"false";"26";"RUE";"ADOLPHE TALAZAC";;"TOULOUSE";"31300";"AK";242;;;;;309;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0064";2;"2021-05-03";2021;"2021-04";"2021-04";"2021-04";;;;;;"31500";"TOULOUSE";"false";"49";"RUE";"DE L INVENTION";;"TOULOUSE";"31500";"AD";132;;;;;238;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0065";2;"2021-05-03";2021;"2021-04";"2021-04";"2021-04";;;;;;"31400";"TOULOUSE";"false";"76";"CH";"DES CARMES";;"TOULOUSE";"31400";"AS";146;;;;;709;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0066";2;"2021-05-31";2021;"2021-04";"2021-05";"2021-05";;;;;;"31500";"TOULOUSE";"false";"56";"RUE";"ASSALIT";;"TOULOUSE";"31500";"AC";188;;;;;1019;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0067";2;"2021-05-03";2021;"2021-04";"2021-04";"2021-04";"84.11Z";7210;"COMMUNE DE TOULOUSE";"213105554";"21310555400017";"31040";"TOULOUSE";"false";;"RUE";"DU PONT ST PIERRE";;"TOULOUSE";"31000";"AD";487;;;;;45874;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0068";2;"2021-05-05";2021;"2021-04";"2021-04";"2021-04";;;;;;"31500";"TOULOUSE";"false";"4";"RUE";"ANTOINE PAUTARD";;"TOULOUSE";"31500";"AC";7;;;;;244;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0069";2;"2021-06-23";2021;"2021-04";"2021-06";"2021-06";;;;;;"31500";"TOULOUSE";"false";"80";"RUE";"DU DIX AVRIL";;"TOULOUSE";"31500";"AD";301;;;;;218;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0070";2;"2021-05-17";2021;"2021-05";"2021-05";"2021-05";;;;;;"31300";"TOULOUSE";"false";"11 BI";"ALLEE";"CHARLES DE FITTE";;"TOULOUSE";"31000";"AH";207;;;;;1548;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0071";2;"2021-05-10";2021;"2021-05";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"20";"RUE";"DE PUGENS";;"TOULOUSE";"31400";"BD";46;"BD";"47";;;568;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0073";2;"2021-06-09";2021;"2021-05";"2021-06";"2021-06";;;;;;"31500";"TOULOUSE";"false";"11";"RUE";"RENE SENTENAC";;"TOULOUSE";"31300";"BB";39;;;;;163;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0075";2;"2021-05-31";2021;"2021-05";"2021-05";"2021-05";;;;;;"31200";"TOULOUSE";"false";"29";"RUE";"DESCOINS TINARD";;"TOULOUSE";"31100";"AM";218;;;;;215;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0076";2;"2021-07-12";2021;"2021-05";"2021-07";"2021-07";;;;;;"31200";"TOULOUSE";"false";"26";"RUE";"SAINTE BLANCHE";;"TOULOUSE";"31200";"AC";133;;;;;258;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0077";2;"2021-06-28";2021;"2021-05";"2021-06";"2021-06";;;;;;"31200";"TOULOUSE";"false";"25";"RUE";"LUCHET";;"TOULOUSE";"31200";"AR";60;;;;;440;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0078";2;"2021-06-02";2021;"2021-05";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"8";"RUE";"EDOUARD BAUDRIMONT";;"TOULOUSE";"31400";"AC";48;;;;;195;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0079";2;"2021-05-31";2021;"2021-05";"2021-05";"2021-05";;;;;;"31400";"TOULOUSE";"false";"51";"RUE";"DE L ILIADE";;"TOULOUSE";"31500";"AD";25;;;;;404;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0080";2;"2021-06-16";2021;"2021-05";"2021-06";"2021-06";;;;;;"75607";"PARIS";"false";"28";"RUE";"D'ALSACE LORRAINE";;"TOULOUSE";"31000";"AB";299;;;;;1277;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0081";2;"2021-06-07";2021;"2021-05";"2021-06";"2021-06";;;;;;"31200";"TOULOUSE";"false";"30";"CH";"DE LA PESCADOURE";;"TOULOUSE";"31200";"AE";238;;;;;312;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0082";2;"2021-06-16";2021;"2021-05";"2021-06";"2021-06";;;;;;"31300";"TOULOUSE";"false";"139";"BD";"DEODAT DE SEVERAC";;"TOULOUSE";"31300";"AB";185;;;;;522;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0083";2;"2021-07-09";2021;"2021-05";"2021-07";"2021-07";;;;;;"31002";"TOULOUSE";"false";"220";"AV";"DES ETATS-UNIS";;"TOULOUSE";"31200";"AV";67;"AW";"354";;;28223;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0084";2;"2021-06-02";2021;"2021-05";"2021-05";"2021-05";;;;;;"31500";"TOULOUSE";"false";"9";"RUE";"BEAU SITE";;"TOULOUSE";"31500";"AB";98;;;;;266;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0085";2;"2021-06-02";2021;"2021-05";"2021-05";"2021-05";;;;;;"31100";"TOULOUSE";"false";"27";"RUE";"BOUDEVILLE";;"TOULOUSE";"31100";"BE";323;;;;;3555;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0086";2;"2021-06-16";2021;"2021-05";"2021-06";"2021-06";;;;;;"31620";"BOULOC";"false";"2";"RUE";"DE ROUEN";;"TOULOUSE";"31500";"AE";90;;;;;379;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0087";2;"2021-06-23";2021;"2021-05";"2021-06";"2021-06";;;;;;"31300";"TOULOUSE";"false";"14";"RUE";"BEGUE DAVID";;"TOULOUSE";"31400";"AC";313;;;;;757;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0088";2;"2021-06-16";2021;"2021-06";"2021-06";"2021-06";;;;;;"31200";"TOULOUSE";"false";"3";"RUE";"MURATET";;"TOULOUSE";"31200";"AT";100;;;;;713;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0089";2;"2021-07-21";2021;"2021-06";"2021-07";"2021-07";;;;;;"31500";"TOULOUSE";"false";"7 B";"RUE";"SAINTE GENEVIEVE";;"TOULOUSE";"31500";"AB";453;;;;;191;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0090";2;"2021-07-19";2021;"2021-06";"2021-07";"2021-07";;;;;;"31400";"TOULOUSE";"false";"40";"RUE";"DU DIX AVRIL";;"TOULOUSE";"31000";"AD";440;;;;;129;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0091";2;"2021-07-26";2021;"2021-06";"2021-07";"2021-07";;;;;;"31200";"TOULOUSE";"false";"24";"RUE";"JOUBERT";;"TOULOUSE";"31200";"AD";326;;;;;472;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0092";2;"2021-06-28";2021;"2021-06";"2021-06";"2021-06";"42.99Z";5515;"OPPIDEA";"528998354";"52899835400021";"31000";"TOULOUSE";"false";"20";"RUE";"DES VIGNES";;"TOULOUSE";"31200";"BH";128;"BH";"131";"BH";"90";747;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0093";2;"2021-07-21";2021;"2021-06";"2021-07";"2021-07";;;;;;"31200";"TOULOUSE";"false";"38";"RUE";"HONORE DE BALZAC";;"TOULOUSE";"31200";"AB";341;;;;;138;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0094";2;"2021-06-28";2021;"2021-06";"2021-06";"2021-06";;;;;;"31860";"PINS JUSTARET";"false";"8";"ROUTE";"D'ESPAGNE";;"TOULOUSE";"31100";"AE";326;;;;;430;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0095";2;"2021-08-11";2021;"2021-06";"2021-08";"2021-08";;;;;;"64300";"ORTHEZ";"false";"244";"CH";"DE TOURNEFEUILLE";;"TOULOUSE";"31300";"BB";135;;;;;880;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0096";2;"2021-07-12";2021;"2021-06";"2021-07";"2021-07";"43.11Z";5710;"SAS GRACIA";"384051181";"38405118100046";"31400";"TOULOUSE";"false";"4";"IMP";"ANDRE MARESTAN";;"TOULOUSE";"31100";"BL";138;;;;;1123;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0097";2;"2021-08-25";2021;"2021-06";"2021-08";"2021-08";;;;;;"31000";"TOULOUSE";"false";"33";"RUE";"DES POTIERS";;"TOULOUSE";"31000";"AC";96;;;;;525;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0098";2;"2021-07-05";2021;"2021-06";"2021-07";"2021-07";;;;;;"31500";"TOULOUSE";"false";"36";"CH";"DE BALUFFET";;"TOULOUSE";"31500";"BK";167;;;;;1489;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0099";2;"2021-07-21";2021;"2021-06";"2021-07";"2021-07";;;;;;"31500";"TOULOUSE";"false";"1";"RUE";"VILLAUDRIC";;"TOULOUSE";"31400";"AD";202;;;;;287;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0100";2;"2021-07-21";2021;"2021-06";"2021-07";"2021-07";;;;;;"31100";"TOULOUSE";"false";"94";"CH";"DE BASSO CAMBO";;"TOULOUSE";"31100";"AI";71;"AI";"72";"AI";"73";6159;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0101";2;"2021-07-01";2021;"2021-06";"2021-07";"2021-07";;;;;;"31100";"TOULOUSE";"false";"33";"CH";"DE LICARD";;"TOULOUSE";"31100";"AX";25;;;;;2100;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0102";2;"2021-08-19";2021;"2021-06";"2021-08";"2021-08";;;;;;"31000";"TOULOUSE";"false";"32";"RUE";"DES MARCHANDS";;"TOULOUSE";"31000";"AB";360;;;;;233;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0103";2;"2021-07-12";2021;"2021-06";"2021-07";"2021-07";"71.12B";5710;"PROJET JAFFARY";"905237673";"90523767300017";"31400";"TOULOUSE";"false";"26";"CH";"DE JAFFARY";;"TOULOUSE";"31200";"AL";195;;;;;505;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0104";2;"2021-07-28";2021;"2021-06";"2021-07";"2021-07";;;;;;"31100";"TOULOUSE";"false";"14";"RUE";"DU TIBET";;"TOULOUSE";"31100";"AY";337;;;;;690;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0105";2;"2021-08-25";2021;"2021-07";"2021-08";"2021-08";;;;;;"31700";"BLAGNAC";"false";"47";"ROUTE";"DE BLAGNAC";;"TOULOUSE";"31200";"AB";124;;;;;1108;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0106";2;"2021-07-19";2021;"2021-07";"2021-07";"2021-07";;;;;;"31000";"TOULOUSE";"false";;"PLACE";"DU DOCTEUR BAULAC";;"TOULOUSE";"31000";"BL";125;;;;;263;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0107";2;"2021-07-28";2021;"2021-07";"2021-07";"2021-07";;;;;;"31505";"TOULOUSE";"false";"206-2";"ROUTE";"DE NARBONNE";"RANGUEIL";"TOULOUSE";"31400";"AL";54;"AL";"55";"AL";"56";3350;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0108";2;"2021-08-25";2021;"2021-07";"2021-08";"2021-08";;;;;;"31400";"TOULOUSE";"false";"17";"IMP";"ST ROCH";;"TOULOUSE";"31400";"AI";393;;;;;391;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0109";2;"2021-07-09";2021;"2021-07";"2021-07";"2021-07";;;;;;"31500";"TOULOUSE";"true";"19";;"RUE DE L AVENIR";;"TOULOUSE";"31500";"AE";316;;;;;465;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0110";2;"2021-07-19";2021;"2021-07";"2021-07";"2021-07";;;;;;"31200";"TOULOUSE";"false";"12";"IMP";"HONORE DAUMIER";;"TOULOUSE";"31200";"AC";249;"AC";"325";;;475;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0111";2;"2021-07-21";2021;"2021-07";"2021-07";"2021-07";;;;;;"31000";"TOULOUSE";"false";"5";"RUE";"DU PERTHUS";;"TOULOUSE";"31";"BC";74;;;;;395;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0112";2;"2021-08-17";2021;"2021-07";"2021-08";"2021-08";;;;;;"31200";"TOULOUSE";"false";"26";"RUE";"DE LA FOURMI";;"TOULOUSE";"31200";"AB";189;;;;;368;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0113";2;"2021-09-06";2021;"2021-07";"2021-09";"2021-09";;;;;;"31400";"TOULOUSE";"false";"44";;"AVENUE DU LAURAGAIS";;"TOULOUSE";"31400";"AE";298;;;;;395;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0114";2;"2021-08-04";2021;"2021-07";"2021-08";"2021-08";;;;;;"31100";"TOULOUSE";"false";"21";"RUE";"DES VOSGES";;"TOULOUSE";"31100";"AK";228;;;;;480;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0115";2;"2021-08-17";2021;"2021-07";"2021-08";"2021-08";;;;;;"31000";"TOULOUSE";"false";"15";"RUE";"EMILE DUPLOYE";;"TOULOUSE";"31000";"AD";158;;;;;338;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0116";2;"2021-07-28";2021;"2021-07";"2021-07";"2021-07";;;;;;"31400";"TOULOUSE";"false";"2";"RUE";"DE PROVENCE";;"TOULOUSE";"31400";"AE";319;;;;;571;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0117";2;"2021-08-25";2021;"2021-07";"2021-08";"2021-08";;;;;;"31000";"TOULOUSE";"false";"206";"AV";"DE CASTRES";;"TOULOUSE";"31500";"AD";99;;;;;398;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0118";2;"2021-08-04";2021;"2021-07";"2021-08";"2021-08";;;;;;"31500";"TOULOUSE";"false";"6";"RUE";"DE LA COTE D OR";;"TOULOUSE";"31500";"AC";171;;;;;261;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0119";2;"2021-08-25";2021;"2021-08";"2021-08";"2021-08";;;;;;"31200";"TOULOUSE";"false";"63";"AV";"JEAN CHAUBET";;"TOULOUSE";"31200";"AD";278;;;;;131;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0120";2;"2021-08-25";2021;"2021-08";"2021-08";"2021-08";"84.13Z";4110;"VOIES NAVIGABLES DE FRANCE";"552017303";"55201730300405";"31000";"TOULOUSE";"false";"41";"IMP";"DE LA GLACIERE";;"TOULOUSE";"31200";"AE";288;;;;;192;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0121";2;"2021-09-06";2021;"2021-08";"2021-09";"2021-09";"71.11Z";5710;"GROUPE SEUIL";"848261426";"84826142600011";"31200";"TOULOUSE";"false";"119";;"AVENUE DES MINIMES";;"TOULOUSE";"31200";"AB";183;;;;;116;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0122";2;"2021-08-17";2021;"2021-08";"2021-08";"2021-08";;;;;;"31400";"TOULOUSE";"false";"7 BIS";"RUE";"ALEXANDRE DUCOS";;"TOULOUSE";"31500";"AC";114;;;;;220;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0123";2;"2021-09-03";2021;"2021-08";"2021-09";"2021-09";;;;;;"31000";"TOULOUSE";"false";"38";;"RUE ST HILAIRE";;"TOULOUSE";"31000";"AB";182;;;;;145;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0124";2;"2021-10-06";2021;"2021-08";"2021-10";"2021-10";"41.10D";6541;"SCCV TOULOUSE AVENUE DE FRONTON";"877725010";"87772501000012";"31130";"BALMA";"false";"260-2";"AV";"DE FRONTON";;"TOULOUSE";"31200";"AH";278;"AH";"279";"AH";"280";5042;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0125";2;"2021-09-22";2021;"2021-08";"2021-09";"2021-09";;;;;;"31500";"TOULOUSE";"false";"11";;"RUE KEPLER";;"TOULOUSE";"31500";"AD";277;;;;;640;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0126";2;"2021-08-17";2021;"2021-08";"2021-08";"2021-08";;;;;;"31500";"TOULOUSE";"false";"77";"AV";"RAYMOND NAVES";;"TOULOUSE";"31500";"AC";122;;;;;124;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0127";2;"2021-08-30";2021;"2021-08";"2021-08";"2021-08";;;;;;"31000";"TOULOUSE";"false";"15";"IMP";"LOUIS PLANA";;"TOULOUSE";"31000";"AD";97;;;;;742;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0128";2;"2021-09-08";2021;"2021-08";"2021-09";"2021-09";;;;;;"31200";"TOULOUSE";"false";"21";;"RUE EDMOND ROSTAND";;"TOULOUSE";"31200";"AI";58;;;;;174;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0129";2;"2021-09-03";2021;"2021-08";"2021-09";"2021-09";"70.10Z";5710;"CASTORAMA DIRECT";"451678973";"45167897300012";"59175";"TEMPLEMARS";"false";"245";;"ROUTE D'ALBI";;"TOULOUSE";"31200";"AH";127;;;;;964;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0130";2;"2021-10-27";2021;"2021-08";"2021-10";"2021-10";;;;;;"31200";"TOULOUSE";"false";"76";"RUE";"DU GENERAL BOURBAKI";;"TOULOUSE";"31200";"AB";233;;;;;194;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0132";2;"2021-09-13";2021;"2021-08";"2021-09";"2021-09";"68.10Z";5499;"NB DEVELOPPEMENT";"753287945";;"31000";"TOULOUSE";"false";"7";;"AV PAUL LANGEVIN";;"TOULOUSE";"31400";"AD";113;;;;;349;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0133";2;"2021-09-03";2021;"2021-09";"2021-09";"2021-09";;;;;;"31200";"TOULOUSE";"false";"23";;"IMP MICHEL ANGE";;"TOULOUSE";"31200";"AC";15;;;;;546;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0134";2;"2021-09-03";2021;"2021-09";"2021-09";"2021-09";"68.20B";6540;"HOCQUET";"819429481";;"31400";"TOULOUSE";"false";"51";;"RUE DE L ILIADE";;"TOULOUSE";"31500";"AD";25;;;;;404;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0135";2;"2021-09-03";2021;"2021-08";"2021-09";"2021-09";;;;;;"31400";"TOULOUSE";"false";"17";;"RUE JEAN TALLIEN";;"TOULOUSE";"31200";"AX";279;;;;;348;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0136";2;"2021-09-08";2021;"2021-09";"2021-09";"2021-09";;;;;;"31650";"ST ORENS DE GAMEVILLE";"false";"2";;"RUE HENRI 4";;"TOULOUSE";"31400";"AD";296;;;;;120;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0137";2;"2021-09-30";2021;"2021-09";"2021-09";"2021-09";;;;;;"31200";"TOULOUSE";"false";"7";;"RUE JEAN NICOT";;"TOULOUSE";"31200";"AX";469;;;;;365;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0138";2;"2021-09-27";2021;"2021-09";"2021-09";"2021-09";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";;;"AV JEAN MOULIN";;"TOULOUSE";"31000";"AD";135;;;;;4731;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0139";2;"2021-09-30";2021;"2021-09";"2021-09";"2021-09";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";"9  AU";;"RUE ENZO GODEAS";;"TOULOUSE";"31400";"AH";210;;;;;7796;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0140";2;"2021-09-27";2021;"2021-09";"2021-09";"2021-09";"68.20A";4140;"HABITAT TOULOUSE";"400121463";"40012146300105";"31000";"TOULOUSE";"false";;;"AV JEAN MOULIN";;"TOULOUSE";"31000";"AB";53;;;;;1900;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0141";2;"2021-09-30";2021;"2021-09";"2021-09";"2021-09";;;;;;"31400";"TOULOUSE";"false";"44";;"AVENUE ALBERT BEDOUCE";;"TOULOUSE";"31400";"AI";151;;;;;555;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0142";2;"2021-09-27";2021;"2021-09";"2021-09";"2021-09";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31505";"TOULOUSE";"false";"12";;"RUE DU MAROC";;"TOULOUSE";"31500";"AE";49;"AE";"50";"AE";"51";1238;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0143";2;"2021-10-06";2021;"2021-09";"2021-10";"2021-10";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31505";"TOULOUSE";"false";"73";"BD";"PIERRE SEMARD";;"TOULOUSE";"31000";"AB";10;"AB";"11";"AB";"12";2350;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0144";2;"2021-10-06";2021;"2021-09";"2021-10";"2021-10";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31505";"TOULOUSE";"false";"5";"RUE";"DES JUMEAUX";;"TOULOUSE";"31200";"AE";31;"AE";"32";"AE";"33";726;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0147";2;"2021-09-27";2021;"2021-09";"2021-09";"2021-09";;;;;;"31100";"TOULOUSE";"false";"49";;"RUE DU PROFESSEUR GASTON D";;"TOULOUSE";"31100";"AN";237;;;;;162;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0149";2;"2021-10-08";2021;"2021-10";"2021-10";"2021-10";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31505";"TOULOUSE CEDEX 5";"false";"199";"ROUTE";"DE REVEL";;"TOULOUSE";"31400";"AR";94;;;;;627;4
"73";"Midi-Pyrénées";"31";"Haute-Garonne";"31555";"03155521D0150";2;"2021-10-18";2021;"2021-09";"2021-10";"2021-10";"41.10C";4140;"ETS PUBLIC FONCIER LOCAL GD TOULOUSE";"494057722";"49405772200014";"31505";"TOULOUSE";"false";"197";"ROUTE";"DE REVEL";;"TOULOUSE";"31400";"AR";92;;;;;560;4
